"RowName","Category","DisplayName","IconAssetName","IconFolder","IconAssetPath","PickupMeshAssetName","PickupMeshFolder","PickupMeshAssetPath"
"Scrap_MotorCore","Junk","Motor Core","T_Item_Scrap_MotorCore_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_MotorCore_Icon.T_Item_Scrap_MotorCore_Icon","SM_Item_Scrap_MotorCore_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_MotorCore_Pickup.SM_Item_Scrap_MotorCore_Pickup"
"Scrap_NailBox","Junk","Nail Box","T_Item_Scrap_NailBox_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_NailBox_Icon.T_Item_Scrap_NailBox_Icon","SM_Item_Scrap_NailBox_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_NailBox_Pickup.SM_Item_Scrap_NailBox_Pickup"
"Scrap_PipeValve","Junk","Pipe Valve","T_Item_Scrap_PipeValve_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_PipeValve_Icon.T_Item_Scrap_PipeValve_Icon","SM_Item_Scrap_PipeValve_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_PipeValve_Pickup.SM_Item_Scrap_PipeValve_Pickup"
"Scrap_RubberHose","Junk","Rubber Hose","T_Item_Scrap_RubberHose_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_RubberHose_Icon.T_Item_Scrap_RubberHose_Icon","SM_Item_Scrap_RubberHose_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_RubberHose_Pickup.SM_Item_Scrap_RubberHose_Pickup"
"Scrap_RustyChain","Junk","Rusty Chain","T_Item_Scrap_RustyChain_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_RustyChain_Icon.T_Item_Scrap_RustyChain_Icon","SM_Item_Scrap_RustyChain_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_RustyChain_Pickup.SM_Item_Scrap_RustyChain_Pickup"
"Scrap_WireBundle","Junk","Cables","T_Item_Scrap_WireBundle_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_WireBundle_Icon.T_Item_Scrap_WireBundle_Icon","SM_Item_Scrap_WireBundle_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_WireBundle_Pickup.SM_Item_Scrap_WireBundle_Pickup"
"Quest_AccessCard","Quest","Access Card","T_Item_Quest_AccessCard_Icon","/Game/Gercek/Items/Icons/Quest","/Game/Gercek/Items/Icons/Quest/T_Item_Quest_AccessCard_Icon.T_Item_Quest_AccessCard_Icon","SM_Item_Quest_AccessCard_Pickup","/Game/Gercek/Items/Meshes/Quest","/Game/Gercek/Items/Meshes/Quest/SM_Item_Quest_AccessCard_Pickup.SM_Item_Quest_AccessCard_Pickup"
"Quest_BunkerKey","Quest","Bunker Key ","T_Item_Quest_BunkerKey_Icon","/Game/Gercek/Items/Icons/Quest","/Game/Gercek/Items/Icons/Quest/T_Item_Quest_BunkerKey_Icon.T_Item_Quest_BunkerKey_Icon","SM_Item_Quest_BunkerKey_Pickup","/Game/Gercek/Items/Meshes/Quest","/Game/Gercek/Items/Meshes/Quest/SM_Item_Quest_BunkerKey_Pickup.SM_Item_Quest_BunkerKey_Pickup"
"Quest_EncryptedRadio","Quest","Encrypted Radio","T_Item_Quest_EncryptedRadio_Icon","/Game/Gercek/Items/Icons/Quest","/Game/Gercek/Items/Icons/Quest/T_Item_Quest_EncryptedRadio_Icon.T_Item_Quest_EncryptedRadio_Icon","SM_Item_Quest_EncryptedRadio_Pickup","/Game/Gercek/Items/Meshes/Quest","/Game/Gercek/Items/Meshes/Quest/SM_Item_Quest_EncryptedRadio_Pickup.SM_Item_Quest_EncryptedRadio_Pickup"
"Quest_FamilyPhoto","Quest","Family Photo","T_Item_Quest_FamilyPhoto_Icon","/Game/Gercek/Items/Icons/Quest","/Game/Gercek/Items/Icons/Quest/T_Item_Quest_FamilyPhoto_Icon.T_Item_Quest_FamilyPhoto_Icon","SM_Item_Quest_FamilyPhoto_Pickup","/Game/Gercek/Items/Meshes/Quest","/Game/Gercek/Items/Meshes/Quest/SM_Item_Quest_FamilyPhoto_Pickup.SM_Item_Quest_FamilyPhoto_Pickup"
"Quest_MysteriousLetter","Quest","Mysterious Letter","T_Item_Quest_MysteriousLetter_Icon","/Game/Gercek/Items/Icons/Quest","/Game/Gercek/Items/Icons/Quest/T_Item_Quest_MysteriousLetter_Icon.T_Item_Quest_MysteriousLetter_Icon","SM_Item_Quest_MysteriousLetter_Pickup","/Game/Gercek/Items/Meshes/Quest","/Game/Gercek/Items/Meshes/Quest/SM_Item_Quest_MysteriousLetter_Pickup.SM_Item_Quest_MysteriousLetter_Pickup"
"Val_CigarettePack","Valuable","Cigarette Pack","T_Item_Val_CigarettePack_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_CigarettePack_Icon.T_Item_Val_CigarettePack_Icon","SM_Item_Val_CigarettePack_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_CigarettePack_Pickup.SM_Item_Val_CigarettePack_Pickup"
"Val_GoldNecklace","Valuable","Gold Necklace","T_Item_Val_GoldNecklace_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_GoldNecklace_Icon.T_Item_Val_GoldNecklace_Icon","SM_Item_Val_GoldNecklace_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_GoldNecklace_Pickup.SM_Item_Val_GoldNecklace_Pickup"
"Val_GoldWatch","Valuable","Gold Watch","T_Item_Val_GoldWatch_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_GoldWatch_Icon.T_Item_Val_GoldWatch_Icon","SM_Item_Val_GoldWatch_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_GoldWatch_Pickup.SM_Item_Val_GoldWatch_Pickup"
"Val_Microchip","Valuable","Microchip","T_Item_Val_Microchip_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_Microchip_Icon.T_Item_Val_Microchip_Icon","SM_Item_Val_Microchip_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_Microchip_Pickup.SM_Item_Val_Microchip_Pickup"
"Val_MusicBox","Valuable","Music Box","T_Item_Val_MusicBox_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_MusicBox_Icon.T_Item_Val_MusicBox_Icon","SM_Item_Val_MusicBox_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_MusicBox_Pickup.SM_Item_Val_MusicBox_Pickup"
"Val_PocketWatch","Valuable","Pocket Watch ","T_Item_Val_PocketWatch_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_PocketWatch_Icon.T_Item_Val_PocketWatch_Icon","SM_Item_Val_PocketWatch_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_PocketWatch_Pickup.SM_Item_Val_PocketWatch_Pickup"
"Val_SilverRing","Valuable","Silver Ring","T_Item_Val_SilverRing_Icon","/Game/Gercek/Items/Icons/Valuable","/Game/Gercek/Items/Icons/Valuable/T_Item_Val_SilverRing_Icon.T_Item_Val_SilverRing_Icon","SM_Item_Val_SilverRing_Pickup","/Game/Gercek/Items/Meshes/Valuable","/Game/Gercek/Items/Meshes/Valuable/SM_Item_Val_SilverRing_Pickup.SM_Item_Val_SilverRing_Pickup"
